Date,Day Name,Start of Week,Start of Month,Start of Quarter,Month Name,Month,Year,Start of Year,Month Number(DAX),Month Short,today,Day of week,Weekend,MM/YY
17-01-2021,Sunday,11-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,7,weekend,January 2021
18-01-2021,Monday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,1,weekday,January 2021
19-01-2021,Tuesday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,2,weekday,January 2021
20-01-2021,Wednesday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,3,weekday,January 2021
21-01-2021,Thursday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,4,weekday,January 2021
22-01-2021,Friday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,5,weekday,January 2021
23-01-2021,Saturday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,6,weekend,January 2021
24-01-2021,Sunday,18-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,7,weekend,January 2021
25-01-2021,Monday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,1,weekday,January 2021
26-01-2021,Tuesday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,2,weekday,January 2021
27-01-2021,Wednesday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,3,weekday,January 2021
28-01-2021,Thursday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,4,weekday,January 2021
29-01-2021,Friday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,5,weekday,January 2021
30-01-2021,Saturday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,6,weekend,January 2021
31-01-2021,Sunday,25-01-2021,01-01-2021,01-01-2021,January,1,2021,01-01-2021,1,January,13-03-2026,7,weekend,January 2021
01-02-2021,Monday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,1,weekday,February 2021
02-02-2021,Tuesday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,2,weekday,February 2021
03-02-2021,Wednesday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,3,weekday,February 2021
04-02-2021,Thursday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,4,weekday,February 2021
05-02-2021,Friday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,5,weekday,February 2021
06-02-2021,Saturday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,6,weekend,February 2021
07-02-2021,Sunday,01-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,7,weekend,February 2021
08-02-2021,Monday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,1,weekday,February 2021
09-02-2021,Tuesday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,2,weekday,February 2021
10-02-2021,Wednesday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,3,weekday,February 2021
11-02-2021,Thursday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,4,weekday,February 2021
12-02-2021,Friday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,5,weekday,February 2021
13-02-2021,Saturday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,6,weekend,February 2021
14-02-2021,Sunday,08-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,7,weekend,February 2021
15-02-2021,Monday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,1,weekday,February 2021
16-02-2021,Tuesday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,2,weekday,February 2021
17-02-2021,Wednesday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,3,weekday,February 2021
18-02-2021,Thursday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,4,weekday,February 2021
19-02-2021,Friday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,5,weekday,February 2021
20-02-2021,Saturday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,6,weekend,February 2021
21-02-2021,Sunday,15-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,7,weekend,February 2021
22-02-2021,Monday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,1,weekday,February 2021
23-02-2021,Tuesday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,2,weekday,February 2021
24-02-2021,Wednesday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,3,weekday,February 2021
25-02-2021,Thursday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,4,weekday,February 2021
26-02-2021,Friday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,5,weekday,February 2021
27-02-2021,Saturday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,6,weekend,February 2021
28-02-2021,Sunday,22-02-2021,01-02-2021,01-01-2021,February,2,2021,01-01-2021,2,February,13-03-2026,7,weekend,February 2021
01-03-2021,Monday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,1,weekday,March 2021
02-03-2021,Tuesday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,2,weekday,March 2021
03-03-2021,Wednesday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,3,weekday,March 2021
04-03-2021,Thursday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,4,weekday,March 2021
05-03-2021,Friday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,5,weekday,March 2021
06-03-2021,Saturday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,6,weekend,March 2021
07-03-2021,Sunday,01-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,7,weekend,March 2021
08-03-2021,Monday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,1,weekday,March 2021
09-03-2021,Tuesday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,2,weekday,March 2021
10-03-2021,Wednesday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,3,weekday,March 2021
11-03-2021,Thursday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,4,weekday,March 2021
12-03-2021,Friday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,5,weekday,March 2021
13-03-2021,Saturday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,6,weekend,March 2021
14-03-2021,Sunday,08-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,7,weekend,March 2021
15-03-2021,Monday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,1,weekday,March 2021
16-03-2021,Tuesday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,2,weekday,March 2021
17-03-2021,Wednesday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,3,weekday,March 2021
18-03-2021,Thursday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,4,weekday,March 2021
19-03-2021,Friday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,5,weekday,March 2021
20-03-2021,Saturday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,6,weekend,March 2021
21-03-2021,Sunday,15-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,7,weekend,March 2021
22-03-2021,Monday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,1,weekday,March 2021
23-03-2021,Tuesday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,2,weekday,March 2021
24-03-2021,Wednesday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,3,weekday,March 2021
25-03-2021,Thursday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,4,weekday,March 2021
26-03-2021,Friday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,5,weekday,March 2021
27-03-2021,Saturday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,6,weekend,March 2021
28-03-2021,Sunday,22-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,7,weekend,March 2021
29-03-2021,Monday,29-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,1,weekday,March 2021
30-03-2021,Tuesday,29-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,2,weekday,March 2021
31-03-2021,Wednesday,29-03-2021,01-03-2021,01-01-2021,March,3,2021,01-01-2021,3,March,13-03-2026,3,weekday,March 2021
01-10-2021,Friday,27-09-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,5,weekday,October 2021
02-10-2021,Saturday,27-09-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,6,weekend,October 2021
03-10-2021,Sunday,27-09-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,7,weekend,October 2021
04-10-2021,Monday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,1,weekday,October 2021
05-10-2021,Tuesday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,2,weekday,October 2021
06-10-2021,Wednesday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,3,weekday,October 2021
07-10-2021,Thursday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,4,weekday,October 2021
08-10-2021,Friday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,5,weekday,October 2021
09-10-2021,Saturday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,6,weekend,October 2021
10-10-2021,Sunday,04-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,7,weekend,October 2021
11-10-2021,Monday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,1,weekday,October 2021
12-10-2021,Tuesday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,2,weekday,October 2021
13-10-2021,Wednesday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,3,weekday,October 2021
14-10-2021,Thursday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,4,weekday,October 2021
15-10-2021,Friday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,5,weekday,October 2021
16-10-2021,Saturday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,6,weekend,October 2021
17-10-2021,Sunday,11-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,7,weekend,October 2021
18-10-2021,Monday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,1,weekday,October 2021
19-10-2021,Tuesday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,2,weekday,October 2021
20-10-2021,Wednesday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,3,weekday,October 2021
21-10-2021,Thursday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,4,weekday,October 2021
22-10-2021,Friday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,5,weekday,October 2021
23-10-2021,Saturday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,6,weekend,October 2021
24-10-2021,Sunday,18-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,7,weekend,October 2021
25-10-2021,Monday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,1,weekday,October 2021
26-10-2021,Tuesday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,2,weekday,October 2021
27-10-2021,Wednesday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,3,weekday,October 2021
28-10-2021,Thursday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,4,weekday,October 2021
29-10-2021,Friday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,5,weekday,October 2021
30-10-2021,Saturday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,6,weekend,October 2021
31-10-2021,Sunday,25-10-2021,01-10-2021,01-10-2021,October,10,2021,01-01-2021,pata nhi,October,13-03-2026,7,weekend,October 2021
01-11-2021,Monday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,1,weekday,November 2021
02-11-2021,Tuesday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,2,weekday,November 2021
03-11-2021,Wednesday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,3,weekday,November 2021
04-11-2021,Thursday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,4,weekday,November 2021
05-11-2021,Friday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,5,weekday,November 2021
06-11-2021,Saturday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,6,weekend,November 2021
07-11-2021,Sunday,01-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,7,weekend,November 2021
08-11-2021,Monday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,1,weekday,November 2021
09-11-2021,Tuesday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,2,weekday,November 2021
10-11-2021,Wednesday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,3,weekday,November 2021
11-11-2021,Thursday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,4,weekday,November 2021
12-11-2021,Friday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,5,weekday,November 2021
13-11-2021,Saturday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,6,weekend,November 2021
14-11-2021,Sunday,08-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,7,weekend,November 2021
15-11-2021,Monday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,1,weekday,November 2021
16-11-2021,Tuesday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,2,weekday,November 2021
17-11-2021,Wednesday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,3,weekday,November 2021
18-11-2021,Thursday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,4,weekday,November 2021
19-11-2021,Friday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,5,weekday,November 2021
20-11-2021,Saturday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,6,weekend,November 2021
21-11-2021,Sunday,15-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,7,weekend,November 2021
22-11-2021,Monday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,1,weekday,November 2021
23-11-2021,Tuesday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,2,weekday,November 2021
24-11-2021,Wednesday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,3,weekday,November 2021
25-11-2021,Thursday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,4,weekday,November 2021
26-11-2021,Friday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,5,weekday,November 2021
27-11-2021,Saturday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,6,weekend,November 2021
28-11-2021,Sunday,22-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,7,weekend,November 2021
29-11-2021,Monday,29-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,1,weekday,November 2021
30-11-2021,Tuesday,29-11-2021,01-11-2021,01-10-2021,November,11,2021,01-01-2021,pata nhi,NovembPr,13-03-2026,2,weekday,November 2021
01-12-2021,Wednesday,29-11-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,3,weekday,December 2021
02-12-2021,Thursday,29-11-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,4,weekday,December 2021
03-12-2021,Friday,29-11-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,5,weekday,December 2021
04-12-2021,Saturday,29-11-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,6,weekend,December 2021
05-12-2021,Sunday,29-11-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,7,weekend,December 2021
06-12-2021,Monday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,1,weekday,December 2021
07-12-2021,Tuesday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,2,weekday,December 2021
08-12-2021,Wednesday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,3,weekday,December 2021
09-12-2021,Thursday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,4,weekday,December 2021
10-12-2021,Friday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,5,weekday,December 2021
11-12-2021,Saturday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,6,weekend,December 2021
12-12-2021,Sunday,06-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,7,weekend,December 2021
13-12-2021,Monday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,1,weekday,December 2021
14-12-2021,Tuesday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,2,weekday,December 2021
15-12-2021,Wednesday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,3,weekday,December 2021
16-12-2021,Thursday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,4,weekday,December 2021
17-12-2021,Friday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,5,weekday,December 2021
18-12-2021,Saturday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,6,weekend,December 2021
19-12-2021,Sunday,13-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,7,weekend,December 2021
20-12-2021,Monday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,1,weekday,December 2021
21-12-2021,Tuesday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,2,weekday,December 2021
22-12-2021,Wednesday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,3,weekday,December 2021
23-12-2021,Thursday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,4,weekday,December 2021
24-12-2021,Friday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,5,weekday,December 2021
25-12-2021,Saturday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,6,weekend,December 2021
26-12-2021,Sunday,20-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,7,weekend,December 2021
27-12-2021,Monday,27-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,1,weekday,December 2021
28-12-2021,Tuesday,27-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,2,weekday,December 2021
29-12-2021,Wednesday,27-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,3,weekday,December 2021
30-12-2021,Thursday,27-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,4,weekday,December 2021
31-12-2021,Friday,27-12-2021,01-12-2021,01-10-2021,December,12,2021,01-01-2021,pata nhi,DecPmber,13-03-2026,5,weekday,December 2021
01-04-2021,Thursday,29-03-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,4,weekday,April 2021
02-04-2021,Friday,29-03-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,5,weekday,April 2021
03-04-2021,Saturday,29-03-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,6,weekend,April 2021
04-04-2021,Sunday,29-03-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,7,weekend,April 2021
05-04-2021,Monday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,1,weekday,April 2021
06-04-2021,Tuesday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,2,weekday,April 2021
07-04-2021,Wednesday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,3,weekday,April 2021
08-04-2021,Thursday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,4,weekday,April 2021
09-04-2021,Friday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,5,weekday,April 2021
10-04-2021,Saturday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,6,weekend,April 2021
11-04-2021,Sunday,05-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,7,weekend,April 2021
12-04-2021,Monday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,1,weekday,April 2021
13-04-2021,Tuesday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,2,weekday,April 2021
14-04-2021,Wednesday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,3,weekday,April 2021
15-04-2021,Thursday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,4,weekday,April 2021
16-04-2021,Friday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,5,weekday,April 2021
17-04-2021,Saturday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,6,weekend,April 2021
18-04-2021,Sunday,12-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,7,weekend,April 2021
19-04-2021,Monday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,1,weekday,April 2021
20-04-2021,Tuesday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,2,weekday,April 2021
21-04-2021,Wednesday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,3,weekday,April 2021
22-04-2021,Thursday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,4,weekday,April 2021
23-04-2021,Friday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,5,weekday,April 2021
24-04-2021,Saturday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,6,weekend,April 2021
25-04-2021,Sunday,19-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,7,weekend,April 2021
26-04-2021,Monday,26-04-2021,01-04-2021,01-04-2021,April,4,2021,01-01-2021,4,April,13-03-2026,1,weekday,April 2021
